TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Summer 2011,CD,205,6,Fordham and University Heights (CD5),20.2,23.7,22.2
Summer 2011,CD,206,6,Belmont and East Tremont (CD6),17.9,21.9,20.2
Summer 2011,CD,207,6,Kingsbridge Heights and Bedford (CD7),18,22.1,19.9
Summer 2011,CD,208,6,Riverdale and Fieldston (CD8),13.5,20.1,16.3
Summer 2011,CD,209,6,Parkchester and Soundview (CD9),14.6,20.9,18.4
Summer 2011,CD,210,6,Throgs Neck and Co-op City (CD10),12.9,19,16.2
Summer 2011,CD,211,6,Morris Park and Bronxdale (CD11),16.2,18.8,17.6
Summer 2011,CD,212,6,Williamsbridge and Baychester (CD12),14,18.4,16.7
Summer 2011,CD,301,6,Greenpoint and Williamsburg (CD1),19.4,23.4,21.4
Summer 2011,CD,302,6,Fort Greene and Brooklyn Heights (CD2),21.1,25.8,23.1
Summer 2011,CD,303,6,Bedford Stuyvesant (CD3),20.2,22.5,21.4
Summer 2011,CD,304,6,Bushwick (CD4),16.9,21.5,20
Summer 2011,CD,305,6,East New York and Starrett City (CD5),13.7,19.8,17.6
Summer 2011,CD,306,6,Park Slope and Carroll Gardens (CD6),18.7,23.3,21.4
Summer 2011,CD,307,6,Sunset Park (CD7),15.3,22.2,19.3
Summer 2011,CD,308,6,Crown Heights and Prospect Heights (CD8),20.1,22.7,21.4
Summer 2011,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),19.4,21.4,20.6
Summer 2011,CD,310,6,Bay Ridge and Dyker Heights (CD10),14,20.7,18.1
Summer 2011,CD,311,6,Bensonhurst (CD11),15.5,18.5,17.3
Summer 2011,CD,312,6,Borough Park (CD12),16.9,20.5,19
Summer 2011,CD,313,6,Coney Island (CD13),10.5,14.9,12.9
Summer 2011,CD,314,6,Flatbush and Midwood (CD14),16.7,20.1,18.1
Summer 2011,CD,315,6,Sheepshead Bay (CD15),11.2,16.9,14.6
Summer 2011,CD,316,6,Brownsville (CD16),18.5,20.3,19.5
Summer 2011,CD,317,6,East Flatbush (CD17),17,20.7,18.8
Summer 2011,CD,318,6,Flatlands and Canarsie (CD18),8.7,17.5,14.3
Summer 2011,CD,401,6,Long Island City and Astoria (CD1),16.6,21.9,19.6
Summer 2011,CD,402,6,Woodside and Sunnyside (CD2),18.3,22.1,20.5
Summer 2011,CD,403,6,Jackson Heights (CD3),18.3,21.7,20.1
Summer 2011,CD,404,6,Elmhurst and Corona (CD4),20,22.7,21.4
Summer 2011,CD,405,6,Ridgewood and Maspeth (CD5),14.8,20.9,18.5
Summer 2011,CD,406,6,Rego Park and Forest Hills (CD6),17,22.4,19.6
Summer 2011,CD,407,6,Flushing and Whitestone (CD7),15,19.9,17.4
Summer 2011,CD,408,6,Hillcrest and Fresh Meadows (CD8),14.3,19.1,17.2
Summer 2011,CD,409,6,Kew Gardens and Woodhaven (CD9),17.2,19.8,18.6
Summer 2011,CD,410,6,South Ozone Park and Howard Beach (CD10),14.1,18.7,16.8
Summer 2011,CD,411,6,Bayside and Little Neck (CD11),12.7,18.1,15.8
Summer 2011,CD,412,6,Jamaica and Hollis (CD12),15.8,19.8,17.3
Summer 2011,CD,413,6,Queens Village (CD13),13.6,17.1,15.4
Summer 2011,CD,414,6,Rockaway and Broad Channel (CD14),7.2,12,9.8
Summer 2011,CD,501,6,St. George and Stapleton (CD1),13.8,18.2,16.2
Summer 2011,CD,502,6,South Beach and Willowbrook (CD2),9,14.9,11.9
Summer 2011,CD,503,6,Tottenville and Great Kills (CD3),5.4,10.9,8.3
Summer 2011,UHF34,101,3,Kingsbridge - Riverdale,,,16.3
Summer 2011,UHF34,102,3,Northeast Bronx,,,17.2
Summer 2011,UHF34,103,3,Fordham - Bronx Pk,,,18.4
Summer 2011,UHF34,104,3,Pelham - Throgs Neck,,,17.2
Summer 2011,UHF34,201,3,Greenpoint,,,21.3
Summer 2011,UHF34,202,3,Downtown - Heights - Slope,,,22.2
Summer 2011,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,20.7
Summer 2011,UHF34,204,3,East New York,,,18.1
Summer 2011,UHF34,205,3,Sunset Park,,,19.2
Summer 2011,UHF34,206,3,Borough Park,,,18.6
Summer 2011,UHF34,207,3,East Flatbush - Flatbush,,,18.8
Summer 2011,UHF34,208,3,Canarsie - Flatlands,,,14.3
Summer 2011,UHF34,209,3,Bensonhurst - Bay Ridge,,,17
Summer 2011,UHF34,210,3,Coney Island - Sheepshead Bay,,,14.2
Summer 2011,UHF34,211,3,Williamsburg - Bushwick,,,21.2
Summer 2011,UHF34,301,3,Washington Heights,,,20.8
Summer 2011,UHF34,302,3,Central Harlem - Morningside Heights,,,23.9
Summer 2011,UHF34,303,3,East Harlem,,,23.3
Summer 2011,UHF34,304,3,Upper West Side,,,25.8
Summer 2011,UHF34,401,3,Long Island City - Astoria,,,20.7
Summer 2011,UHF34,402,3,West Queens,,,20.3
Summer 2011,UHF34,403,3,Flushing - Clearview,,,17.4
Summer 2011,UHF34,405,3,Ridgewood - Forest Hills,,,18.5
Summer 2011,UHF34,407,3,Southwest Queens,,,17.5
Summer 2011,UHF34,408,3,Jamaica,,,17.3
Summer 2011,UHF34,409,3,Southeast Queens,,,15.3
Summer 2011,UHF34,410,3,Rockaways,,,9.9
Summer 2011,UHF34,305307,3,Upper East Side-Gramercy,,,33
Summer 2011,UHF34,306308,3,Chelsea-Village  ,,,32.8
Summer 2011,UHF34,309310,3,Union Square-Lower Manhattan,,,28.4
Summer 2011,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,16.2
Summer 2011,UHF34,501502,3,Northern SI,,,15
Summer 2011,UHF34,503504,3,Southern SI,,,10.1
Summer 2011,UHF34,105106107,3,South Bronx,,,20.7
Summer 2011,Borough,1,1,Bronx,14.4,21.9,18.3
Summer 2011,Borough,2,1,Brooklyn,13.3,22.1,18.1
Summer 2011,Borough,3,1,Manhattan,20.7,37.4,27.7
Summer 2011,Borough,4,1,Queens,12.9,20.9,17
Summer 2011,Borough,5,1,Staten Island,6.8,16.9,11.6
Summer 2011,Citywide,1,0,New York City,10.1,22.2,17.1
Winter 2010-11,CD,101,6,Financial District (CD1),36.1,39.5,37.9
Winter 2010-11,CD,102,6,Greenwich Village and Soho (CD2),34,38.5,36.8
Winter 2010-11,CD,103,6,Lower East Side and Chinatown (CD3),31.5,38.2,34.9
Winter 2010-11,CD,104,6,Clinton and Chelsea (CD4),33.1,41.5,37.3
Winter 2010-11,CD,105,6,Midtown (CD5),41.1,47,44.2
Winter 2010-11,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),35,44.6,40.1
Winter 2010-11,CD,107,6,Upper West Side (CD7),31.7,35,33.6
Winter 2010-11,CD,108,6,Upper East Side (CD8),31,40.1,36
Winter 2010-11,CD,109,6,Morningside Heights and Hamilton Heights (CD9),31.3,34,32.9
Winter 2010-11,CD,110,6,Central Harlem (CD10),31.6,34.8,33.3
Winter 2010-11,CD,111,6,East Harlem (CD11),31,34.1,32.8
Winter 2010-11,CD,112,6,Washington Heights and Inwood (CD12),26,33.5,30
Winter 2010-11,CD,201,6,Mott Haven and Melrose (CD1),30.7,32.6,31.7
Winter 2010-11,CD,202,6,Hunts Point and Longwood (CD2),27.8,32.8,30.6
Winter 2010-11,CD,203,6,Morrisania and Crotona (CD3),29.1,32.3,30.9
Winter 2010-11,CD,204,6,Highbridge and Concourse (CD4),30.9,33.4,32.2
Winter 2010-11,CD,205,6,Fordham and University Heights (CD5),30.1,33.4,31.9
Winter 2010-11,CD,206,6,Belmont and East Tremont (CD6),27.9,31.8,30.2
Winter 2010-11,CD,207,6,Kingsbridge Heights and Bedford (CD7),27.1,31.2,29.1
Winter 2010-11,CD,208,6,Riverdale and Fieldston (CD8),22.6,29.3,25.5
Winter 2010-11,CD,209,6,Parkchester and Soundview (CD9),26,31.4,29.2
Winter 2010-11,CD,210,6,Throgs Neck and Co-op City (CD10),23.4,29,26.4
Winter 2010-11,CD,211,6,Morris Park and Bronxdale (CD11),25.9,28.8,27.3
Winter 2010-11,CD,212,6,Williamsbridge and Baychester (CD12),22.9,27.3,25.4
Winter 2010-11,CD,301,6,Greenpoint and Williamsburg (CD1),30.7,34,32.3
Winter 2010-11,CD,302,6,Fort Greene and Brooklyn Heights (CD2),31.7,35.6,33.5
Winter 2010-11,CD,303,6,Bedford Stuyvesant (CD3),31.8,33.5,32.7
Winter 2010-11,CD,304,6,Bushwick (CD4),29.2,33,31.8
Winter 2010-11,CD,305,6,East New York and Starrett City (CD5),26,31.9,29.8
Winter 2010-11,CD,306,6,Park Slope and Carroll Gardens (CD6),30.1,34.1,32.5
Winter 2010-11,CD,307,6,Sunset Park (CD7),27.1,33.4,30.8
Winter 2010-11,CD,308,6,Crown Heights and Prospect Heights (CD8),31.8,33.8,32.7
Winter 2010-11,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),31,32.8,32.1
Winter 2010-11,CD,310,6,Bay Ridge and Dyker Heights (CD10),25.7,31.8,29.4
Winter 2010-11,CD,311,6,Bensonhurst (CD11),27.1,29.9,28.7
Winter 2010-11,CD,312,6,Borough Park (CD12),28.5,31.8,30.4
Winter 2010-11,CD,313,6,Coney Island (CD13),22.2,26.3,24.4
Winter 2010-11,CD,314,6,Flatbush and Midwood (CD14),28.3,31.6,29.7
Winter 2010-11,CD,315,6,Sheepshead Bay (CD15),22.8,28.3,26.1
Winter 2010-11,CD,316,6,Brownsville (CD16),30.4,32.1,31.4
Winter 2010-11,CD,317,6,East Flatbush (CD17),29,32.4,30.6
Winter 2010-11,CD,318,6,Flatlands and Canarsie (CD18),20.7,29.5,26.2
Winter 2010-11,CD,401,6,Long Island City and Astoria (CD1),28.4,32.6,30.8
Winter 2010-11,CD,402,6,Woodside and Sunnyside (CD2),29.8,33,31.6
Winter 2010-11,CD,403,6,Jackson Heights (CD3),30.4,32.9,31.8
Winter 2010-11,CD,404,6,Elmhurst and Corona (CD4),32,34.4,33.1
Winter 2010-11,CD,405,6,Ridgewood and Maspeth (CD5),27.4,32.9,30.7
Winter 2010-11,CD,406,6,Rego Park and Forest Hills (CD6),29.1,33.9,31.5
Winter 2010-11,CD,407,6,Flushing and Whitestone (CD7),26.6,31.6,29
Winter 2010-11,CD,408,6,Hillcrest and Fresh Meadows (CD8),25.7,30.9,28.9
Winter 2010-11,CD,409,6,Kew Gardens and Woodhaven (CD9),29.4,31.9,30.7
Winter 2010-11,CD,410,6,South Ozone Park and Howard Beach (CD10),26.2,30.7,28.7
Winter 2010-11,CD,411,6,Bayside and Little Neck (CD11),23.4,29.4,26.7
Winter 2010-11,CD,412,6,Jamaica and Hollis (CD12),26.6,31.1,28.4
Winter 2010-11,CD,413,6,Queens Village (CD13),23.8,27.6,25.7
Winter 2010-11,CD,414,6,Rockaway and Broad Channel (CD14),18,21.9,20.3
Winter 2010-11,CD,501,6,St. George and Stapleton (CD1),24.8,29,27.2
Winter 2010-11,CD,502,6,South Beach and Willowbrook (CD2),20.5,26,23.2
Winter 2010-11,CD,503,6,Tottenville and Great Kills (CD3),17.8,22.6,20.4
Winter 2010-11,UHF34,101,3,Kingsbridge - Riverdale,,,25.5
Winter 2010-11,UHF34,102,3,Northeast Bronx,,,26
Winter 2010-11,UHF34,103,3,Fordham - Bronx Pk,,,27.5
Winter 2010-11,UHF34,104,3,Pelham - Throgs Neck,,,27.6
Winter 2010-11,UHF34,201,3,Greenpoint,,,32.2
Winter 2010-11,UHF34,202,3,Downtown - Heights - Slope,,,33
Winter 2010-11,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,32.2
Winter 2010-11,UHF34,204,3,East New York,,,30.3
Winter 2010-11,UHF34,205,3,Sunset Park,,,30.6
Winter 2010-11,UHF34,206,3,Borough Park,,,30.1
Winter 2010-11,UHF34,207,3,East Flatbush - Flatbush,,,30.5
Winter 2010-11,UHF34,208,3,Canarsie - Flatlands,,,26.2
Winter 2010-11,UHF34,209,3,Bensonhurst - Bay Ridge,,,28.4
Winter 2010-11,UHF34,210,3,Coney Island - Sheepshead Bay,,,25.7
Winter 2010-11,UHF34,211,3,Williamsburg - Bushwick,,,32.6
Winter 2010-11,UHF34,301,3,Washington Heights,,,30.5
Winter 2010-11,UHF34,302,3,Central Harlem - Morningside Heights,,,33.2
Winter 2010-11,UHF34,303,3,East Harlem,,,32.9
Winter 2010-11,UHF34,304,3,Upper West Side,,,33.6
Winter 2010-11,UHF34,401,3,Long Island City - Astoria,,,31.5
Winter 2010-11,UHF34,402,3,West Queens,,,32
Winter 2010-11,UHF34,403,3,Flushing - Clearview,,,29
Winter 2010-11,UHF34,405,3,Ridgewood - Forest Hills,,,30.7
Winter 2010-11,UHF34,407,3,Southwest Queens,,,29.5
Winter 2010-11,UHF34,408,3,Jamaica,,,28.4
Winter 2010-11,UHF34,409,3,Southeast Queens,,,25.7
Winter 2010-11,UHF34,410,3,Rockaways,,,20.4
Winter 2010-11,UHF34,305307,3,Upper East Side-Gramercy,,,38.9
Winter 2010-11,UHF34,306308,3,Chelsea-Village  ,,,38.7
Winter 2010-11,UHF34,309310,3,Union Square-Lower Manhattan,,,36.2
Winter 2010-11,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,27.5
Winter 2010-11,UHF34,501502,3,Northern SI,,,26
Winter 2010-11,UHF34,503504,3,Southern SI,,,21.8
Winter 2010-11,UHF34,105106107,3,South Bronx,,,31.2
Winter 2010-11,Borough,1,1,Bronx,24.1,32.1,28.2
Winter 2010-11,Borough,2,1,Brooklyn,25,33.1,29.7
Winter 2010-11,Borough,3,1,Manhattan,30.6,41.8,35.4
Winter 2010-11,Borough,4,1,Queens,23.5,32.3,28.3
Winter 2010-11,Borough,5,1,Staten Island,19.1,27.9,23.1
Winter 2010-11,Citywide,1,0,New York City,21.4,32.9,28.1
Annual Average 2010,CD,101,6,Financial District (CD1),31.2,35.5,33.4
Annual Average 2010,CD,102,6,Greenwich Village and Soho (CD2),28.4,33.9,31.8
Annual Average 2010,CD,103,6,Lower East Side and Chinatown (CD3),25,33.3,29.2
Annual Average 2010,CD,104,6,Clinton and Chelsea (CD4),27.7,38.3,32.9
Annual Average 2010,CD,105,6,Midtown (CD5),37.9,45.9,42.1
Annual Average 2010,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),29.7,42.2,36.2
Annual Average 2010,CD,107,6,Upper West Side (CD7),26.6,30.1,28.6
Annual Average 2010,CD,108,6,Upper East Side (CD8),25,36.4,31.2
Annual Average 2010,CD,109,6,Morningside Heights and Hamilton Heights (CD9),26,28.9,27.6
Annual Average 2010,CD,110,6,Central Harlem (CD10),25.9,29.8,28
Annual Average 2010,CD,111,6,East Harlem (CD11),24.8,28.4,27
Annual Average 2010,CD,112,6,Washington Heights and Inwood (CD12),20.5,28.2,24.7
Annual Average 2010,CD,201,6,Mott Haven and Melrose (CD1),24.2,26.5,25.5
Annual Average 2010,CD,202,6,Hunts Point and Longwood (CD2),20.7,26.4,23.9
Annual Average 2010,CD,203,6,Morrisania and Crotona (CD3),23.1,26.5,25
Annual Average 2010,CD,204,6,Highbridge and Concourse (CD4),25.2,28,26.6
Annual Average 2010,CD,205,6,Fordham and University Heights (CD5),24.6,28,26.5
Annual Average 2010,CD,206,6,Belmont and East Tremont (CD6),22,26.1,24.4
Annual Average 2010,CD,207,6,Kingsbridge Heights and Bedford (CD7),21.6,26.1,23.8
Annual Average 2010,CD,208,6,Riverdale and Fieldston (CD8),17.2,24,20.1
Annual Average 2010,CD,209,6,Parkchester and Soundview (CD9),18.9,25.1,22.6
Annual Average 2010,CD,210,6,Throgs Neck and Co-op City (CD10),16.6,22.5,19.8
Annual Average 2010,CD,211,6,Morris Park and Bronxdale (CD11),19.8,22.6,21.2
Annual Average 2010,CD,212,6,Williamsbridge and Baychester (CD12),17.3,21.6,19.7
Annual Average 2010,CD,301,6,Greenpoint and Williamsburg (CD1),23.2,27.2,25.2
Annual Average 2010,CD,302,6,Fort Greene and Brooklyn Heights (CD2),25.1,29.6,27.1
Annual Average 2010,CD,303,6,Bedford Stuyvesant (CD3),24.6,26.7,25.7
Annual Average 2010,CD,304,6,Bushwick (CD4),21.3,25.6,24.2
Annual Average 2010,CD,305,6,East New York and Starrett City (CD5),18.2,24.3,22
Annual Average 2010,CD,306,6,Park Slope and Carroll Gardens (CD6),23.2,27.6,25.9
Annual Average 2010,CD,307,6,Sunset Park (CD7),20.1,26.7,24
Annual Average 2010,CD,308,6,Crown Heights and Prospect Heights (CD8),24.7,27.2,25.9
Annual Average 2010,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),24.2,26.1,25.3
Annual Average 2010,CD,310,6,Bay Ridge and Dyker Heights (CD10),18.4,25,22.4
Annual Average 2010,CD,311,6,Bensonhurst (CD11),20.1,23.2,21.9
Annual Average 2010,CD,312,6,Borough Park (CD12),21.8,25.2,23.8
Annual Average 2010,CD,313,6,Coney Island (CD13),15.2,19.7,17.6
Annual Average 2010,CD,314,6,Flatbush and Midwood (CD14),21.6,24.9,23
Annual Average 2010,CD,315,6,Sheepshead Bay (CD15),16,21.7,19.4
Annual Average 2010,CD,316,6,Brownsville (CD16),23.1,24.8,24
Annual Average 2010,CD,317,6,East Flatbush (CD17),22,25.4,23.6
Annual Average 2010,CD,318,6,Flatlands and Canarsie (CD18),13.7,22.4,19.2
Annual Average 2010,CD,401,6,Long Island City and Astoria (CD1),21,25.5,23.5
Annual Average 2010,CD,402,6,Woodside and Sunnyside (CD2),22.1,25.6,24.1
Annual Average 2010,CD,403,6,Jackson Heights (CD3),22.4,25.4,24
Annual Average 2010,CD,404,6,Elmhurst and Corona (CD4),24,26.5,25.2
Annual Average 2010,CD,405,6,Ridgewood and Maspeth (CD5),19.1,25,22.6
Annual Average 2010,CD,406,6,Rego Park and Forest Hills (CD6),21,26.1,23.5
Annual Average 2010,CD,407,6,Flushing and Whitestone (CD7),19.1,23.9,21.5
Annual Average 2010,CD,408,6,Hillcrest and Fresh Meadows (CD8),18.4,23.1,21.3
Annual Average 2010,CD,409,6,Kew Gardens and Woodhaven (CD9),21.3,23.9,22.8
Annual Average 2010,CD,410,6,South Ozone Park and Howard Beach (CD10),18.5,22.9,21
Annual Average 2010,CD,411,6,Bayside and Little Neck (CD11),16.5,22.1,19.6
Annual Average 2010,CD,412,6,Jamaica and Hollis (CD12),19.7,23.8,21.3
Annual Average 2010,CD,413,6,Queens Village (CD13),17.4,20.9,19.1
Annual Average 2010,CD,414,6,Rockaway and Broad Channel (CD14),11.5,15.8,13.9
Annual Average 2010,CD,501,6,St. George and Stapleton (CD1),16.9,21.2,19.3
Annual Average 2010,CD,502,6,South Beach and Willowbrook (CD2),12.6,18.1,15.2
Annual Average 2010,CD,503,6,Tottenville and Great Kills (CD3),10.6,15.1,13
Annual Average 2010,UHF34,101,3,Kingsbridge - Riverdale,,,20.1
Annual Average 2010,UHF34,102,3,Northeast Bronx,,,20.2
Annual Average 2010,UHF34,103,3,Fordham - Bronx Pk,,,22.1
Annual Average 2010,UHF34,104,3,Pelham - Throgs Neck,,,21
Annual Average 2010,UHF34,201,3,Greenpoint,,,25.1
Annual Average 2010,UHF34,202,3,Downtown - Heights - Slope,,,26.5
Annual Average 2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,25.2
Annual Average 2010,UHF34,204,3,East New York,,,22.5
Annual Average 2010,UHF34,205,3,Sunset Park,,,23.8
Annual Average 2010,UHF34,206,3,Borough Park,,,23.4
Annual Average 2010,UHF34,207,3,East Flatbush - Flatbush,,,23.6
Annual Average 2010,UHF34,208,3,Canarsie - Flatlands,,,19.1
Annual Average 2010,UHF34,209,3,Bensonhurst - Bay Ridge,,,21.5
Annual Average 2010,UHF34,210,3,Coney Island - Sheepshead Bay,,,19
Annual Average 2010,UHF34,211,3,Williamsburg - Bushwick,,,25.3
Annual Average 2010,UHF34,301,3,Washington Heights,,,25.2
Annual Average 2010,UHF34,302,3,Central Harlem - Morningside Heights,,,27.8
Annual Average 2010,UHF34,303,3,East Harlem,,,27.1
Annual Average 2010,UHF34,304,3,Upper West Side,,,28.7
Annual Average 2010,UHF34,401,3,Long Island City - Astoria,,,24.3
Annual Average 2010,UHF34,402,3,West Queens,,,24.2
Annual Average 2010,UHF34,403,3,Flushing - Clearview,,,21.5
Annual Average 2010,UHF34,405,3,Ridgewood - Forest Hills,,,22.6
Annual Average 2010,UHF34,407,3,Southwest Queens,,,21.7
Annual Average 2010,UHF34,408,3,Jamaica,,,21.2
Annual Average 2010,UHF34,409,3,Southeast Queens,,,19.1
Annual Average 2010,UHF34,410,3,Rockaways,,,14.1
Annual Average 2010,UHF34,305307,3,Upper East Side-Gramercy,,,34.8
Annual Average 2010,UHF34,306308,3,Chelsea-Village  ,,,34.6
Annual Average 2010,UHF34,309310,3,Union Square-Lower Manhattan,,,31.1
Annual Average 2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,,,20.2
Annual Average 2010,UHF34,501502,3,Northern SI,,,18.2
Annual Average 2010,UHF34,503504,3,Southern SI,,,14.1
Annual Average 2010,UHF34,105106107,3,South Bronx,,,25.1
Annual Average 2010,Borough,1,1,Bronx,18.1,26.2,22.2
Annual Average 2010,Borough,2,1,Brooklyn,18.1,26.3,22.7
Annual Average 2010,Borough,3,1,Manhattan,24.9,38.6,30.6
Annual Average 2010,Borough,4,1,Queens,16.8,24.8,21
Annual Average 2010,Borough,5,1,Staten Island,11.8,20.1,15.4
Annual Average 2010,Citywide,1,0,New York City,14.1,26.3,21.1
Summer 2010,CD,101,6,Financial District (CD1),28.8,33.5,31.2
Summer 2010,CD,102,6,Greenwich Village and Soho (CD2),26.1,31.8,29.7
Summer 2010,CD,103,6,Lower East Side and Chinatown (CD3),21.8,30.9,26.4
Summer 2010,CD,104,6,Clinton and Chelsea (CD4),25.6,37.2,31.2
Summer 2010,CD,105,6,Midtown (CD5),36.7,45.7,41.4
Summer 2010,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),27.4,41.4,34.6
Summer 2010,CD,107,6,Upper West Side (CD7),24.5,28.3,26.7
Summer 2010,CD,108,6,Upper East Side (CD8),22.3,34.9,29.1
Summer 2010,CD,109,6,Morningside Heights and Hamilton Heights (CD9),23.7,26.8,25.4
Summer 2010,CD,110,6,Central Harlem (CD10),23.3,27.6,25.6
Summer 2010,CD,111,6,East Harlem (CD11),21.9,25.9,24.3
Summer 2010,CD,112,6,Washington Heights and Inwood (CD12),18.2,25.9,22.4
Summer 2010,CD,201,6,Mott Haven and Melrose (CD1),20.9,23.6,22.4
Summer 2010,CD,202,6,Hunts Point and Longwood (CD2),17.1,23.3,20.5
Summer 2010,CD,203,6,Morrisania and Crotona (CD3),20.2,23.7,22.1
Summer 2010,CD,204,6,Highbridge and Concourse (CD4),22.6,25.4,24
Summer 2010,CD,205,6,Fordham and University Heights (CD5),22.1,25.5,24.1
Summer 2010,CD,206,6,Belmont and East Tremont (CD6),19.3,23.5,21.7
Summer 2010,CD,207,6,Kingsbridge Heights and Bedford (CD7),19.3,23.8,21.5
Summer 2010,CD,208,6,Riverdale and Fieldston (CD8),15.3,21.8,18.1
Summer 2010,CD,209,6,Parkchester and Soundview (CD9),15.4,21.9,19.3
Summer 2010,CD,210,6,Throgs Neck and Co-op City (CD10),13.3,19.6,16.7
Summer 2010,CD,211,6,Morris Park and Bronxdale (CD11),17,19.8,18.4
Summer 2010,CD,212,6,Williamsbridge and Baychester (CD12),15.1,19.2,17.5
Summer 2010,CD,301,6,Greenpoint and Williamsburg (CD1),19.5,23.5,21.4
Summer 2010,CD,302,6,Fort Greene and Brooklyn Heights (CD2),21.4,26.2,23.5
Summer 2010,CD,303,6,Bedford Stuyvesant (CD3),20.3,22.7,21.5
Summer 2010,CD,304,6,Bushwick (CD4),16.9,21.6,20
Summer 2010,CD,305,6,East New York and Starrett City (CD5),13.8,19.9,17.6
Summer 2010,CD,306,6,Park Slope and Carroll Gardens (CD6),19.2,23.8,21.9
Summer 2010,CD,307,6,Sunset Park (CD7),15.7,22.5,19.7
Summer 2010,CD,308,6,Crown Heights and Prospect Heights (CD8),20.3,23,21.6
Summer 2010,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),19.6,21.7,20.8
Summer 2010,CD,310,6,Bay Ridge and Dyker Heights (CD10),13.9,20.7,18.1
Summer 2010,CD,311,6,Bensonhurst (CD11),15.3,18.5,17.2
Summer 2010,CD,312,6,Borough Park (CD12),17,20.7,19.1
Summer 2010,CD,313,6,Coney Island (CD13),10.2,14.7,12.6
Summer 2010,CD,314,6,Flatbush and Midwood (CD14),16.8,20.4,18.3
Summer 2010,CD,315,6,Sheepshead Bay (CD15),10.9,16.8,14.4
Summer 2010,CD,316,6,Brownsville (CD16),18.6,20.4,19.6
Summer 2010,CD,317,6,East Flatbush (CD17),17.2,20.9,18.9
Summer 2010,CD,318,6,Flatlands and Canarsie (CD18),8.7,17.6,14.3
Summer 2010,CD,401,6,Long Island City and Astoria (CD1),17.4,22.2,20
Summer 2010,CD,402,6,Woodside and Sunnyside (CD2),18.2,22.1,20.5
Summer 2010,CD,403,6,Jackson Heights (CD3),18.5,21.7,20.2
Summer 2010,CD,404,6,Elmhurst and Corona (CD4),20.1,22.7,21.4
Summer 2010,CD,405,6,Ridgewood and Maspeth (CD5),14.7,20.8,18.4
Summer 2010,CD,406,6,Rego Park and Forest Hills (CD6),17,22.3,19.6
Summer 2010,CD,407,6,Flushing and Whitestone (CD7),15.5,20.2,17.8
Summer 2010,CD,408,6,Hillcrest and Fresh Meadows (CD8),15,19.5,17.7
Summer 2010,CD,409,6,Kew Gardens and Woodhaven (CD9),17.4,20,18.8
Summer 2010,CD,410,6,South Ozone Park and Howard Beach (CD10),14.3,19,17
Summer 2010,CD,411,6,Bayside and Little Neck (CD11),13.4,18.7,16.4
Summer 2010,CD,412,6,Jamaica and Hollis (CD12),16.6,20.3,18
Summer 2010,CD,413,6,Queens Village (CD13),14.4,17.9,16.2
Summer 2010,CD,414,6,Rockaway and Broad Channel (CD14),7.3,12.4,10
Summer 2010,CD,501,6,St. George and Stapleton (CD1),13.8,18.3,16.3
Summer 2010,CD,502,6,South Beach and Willowbrook (CD2),9,15,12
Summer 2010,CD,503,6,Tottenville and Great Kills (CD3),6.8,11.7,9.4
Summer 2010,UHF34,101,3,Kingsbridge - Riverdale,,,18.1
Summer 2010,UHF34,102,3,Northeast Bronx,,,17.9
Summer 2010,UHF34,103,3,Fordham - Bronx Pk,,,19.7
Summer 2010,UHF34,104,3,Pelham - Throgs Neck,,,17.9
Summer 2010,UHF34,201,3,Greenpoint,,,21.4
Summer 2010,UHF34,202,3,Downtown - Heights - Slope,,,22.6
Summer 2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,,,20.8
Summer 2010,UHF34,204,3,East New York,,,18.1
Summer 2010,UHF34,205,3,Sunset Park,,,19.5
Summer 2010,UHF34,206,3,Borough Park,,,18.8
Summer 2010,UHF34,207,3,East Flatbush - Flatbush,,,19
Summer 2010,UHF34,208,3,Canarsie - Flatlands,,,14.3
Summer 2010,UHF34,209,3,Bensonhurst - Bay Ridge,,,16.9
Summer 2010,UHF34,210,3,Coney Island - Sheepshead Bay,,,14
Summer 2010,UHF34,211,3,Williamsburg - Bushwick,,,21.2
Summer 2010,UHF34,301,3,Washington Heights,,,22.9
Summer 2010,UHF34,302,3,Central Harlem - Morningside Heights,,,25.5
Summer 2010,UHF34,303,3,East Harlem,,,24.4
Summer 2010,UHF34,304,3,Upper West Side,,,26.7
Summer 2010,UHF34,401,3,Long Island City - Astoria,,,20.9
Summer 2010,UHF34,402,3,West Queens,,,20.3
Summer 2010,UHF34,403,3,Flushing - Clearview,,,17.8
